Iteration 1/500: F1 score = 0.6659611640435492, params = {'learning_rate': 0.0001, 'dropout_rate': 0.1, 'l2_lambda': 0.0001, 'batch_size': 64}
Iteration 356/500: F1 score = 0.6984271200270373, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.001, 'batch_size': 64}
Iteration 357/500: F1 score = 0.6635392038649194, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.001, 'batch_size': 128}
Iteration 358/500: F1 score = 0.7420659581621543, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.001, 'batch_size': 256}
Iteration 359/500: F1 score = 0.6245525540031035, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.001, 'batch_size': 512}
Iteration 360/500: F1 score = 0.6343307683983979, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.001, 'batch_size': 1024}
Iteration 361/500: F1 score = 0.48450814032311623, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.01, 'batch_size': 64}
Iteration 362/500: F1 score = 0.6862284733951686, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.01, 'batch_size': 128}
Iteration 363/500: F1 score = 0.5748260726215175, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.01, 'batch_size': 256}
Iteration 364/500: F1 score = 0.49614369560128035, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.01, 'batch_size': 512}
Iteration 365/500: F1 score = 0.6139568307449991, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.01, 'batch_size': 1024}
Iteration 366/500: F1 score = 0.42134192826353906, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.1, 'batch_size': 64}
Iteration 367/500: F1 score = 0.262198123470508, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.1, 'batch_size': 128}
Iteration 368/500: F1 score = 0.5294619081114453, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.1, 'batch_size': 256}
Iteration 369/500: F1 score = 0.269255386151429, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.1, 'batch_size': 512}
Iteration 370/500: F1 score = 0.40627092075455495, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 0.1, 'batch_size': 1024}
Iteration 371/500: F1 score = 0.37896392006758023, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 1, 'batch_size': 64}
Iteration 372/500: F1 score = 0.4005333061983109, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 1, 'batch_size': 128}
Iteration 373/500: F1 score = 0.4175339046906869, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 1, 'batch_size': 256}
Iteration 374/500: F1 score = 0.33515503284923476, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 1, 'batch_size': 512}
Iteration 375/500: F1 score = 0.3184765675109597, params = {'learning_rate': 0.01, 'dropout_rate': 0.5, 'l2_lambda': 1, 'batch_size': 1024}
Iteration 376/500: F1 score = 0.6012680572073881, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.0001, 'batch_size': 64}
Iteration 377/500: F1 score = 0.5909892408253262, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.0001, 'batch_size': 128}
Iteration 378/500: F1 score = 0.591894247939723, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.0001, 'batch_size': 256}
Iteration 379/500: F1 score = 0.6209412145848557, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.0001, 'batch_size': 512}
Iteration 380/500: F1 score = 0.5081692153529199, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.0001, 'batch_size': 1024}
Iteration 381/500: F1 score = 0.5251988575883259, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.001, 'batch_size': 64}
Iteration 382/500: F1 score = 0.6016240652354524, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.001, 'batch_size': 128}
Iteration 383/500: F1 score = 0.5592003140921117, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.001, 'batch_size': 256}
Iteration 384/500: F1 score = 0.5535533151864064, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.001, 'batch_size': 512}
Iteration 385/500: F1 score = 0.4091133117589642, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.001, 'batch_size': 1024}
Iteration 386/500: F1 score = 0.34630120135839304, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.01, 'batch_size': 64}
Iteration 387/500: F1 score = 0.39103180294724743, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.01, 'batch_size': 128}
Iteration 388/500: F1 score = 0.3349143482112591, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.01, 'batch_size': 256}
Iteration 389/500: F1 score = 0.32075087377002137, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.01, 'batch_size': 512}
Iteration 390/500: F1 score = 0.3267656214814267, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.01, 'batch_size': 1024}
Iteration 391/500: F1 score = 0.19167103913250202, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.1, 'batch_size': 64}
Iteration 392/500: F1 score = 0.3871088916477769, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.1, 'batch_size': 128}
Iteration 393/500: F1 score = 0.27896626458877, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.1, 'batch_size': 256}
Iteration 394/500: F1 score = 0.19585518380067815, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.1, 'batch_size': 512}
Iteration 395/500: F1 score = 0.4290527403274411, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 0.1, 'batch_size': 1024}
Iteration 396/500: F1 score = 0.27776657434458407, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 1, 'batch_size': 64}
Iteration 397/500: F1 score = 0.3134946623429206, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 1, 'batch_size': 128}
Iteration 398/500: F1 score = 0.2569521608376382, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 1, 'batch_size': 256}
Iteration 399/500: F1 score = 0.19225079521285493, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 1, 'batch_size': 512}
Iteration 400/500: F1 score = 0.2274135313090102, params = {'learning_rate': 0.1, 'dropout_rate': 0.1, 'l2_lambda': 1, 'batch_size': 1024}
Iteration 401/500: F1 score = 0.5999013066635246, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.0001, 'batch_size': 64}
Iteration 402/500: F1 score = 0.5810267075304959, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.0001, 'batch_size': 128}
Iteration 403/500: F1 score = 0.6219732229012777, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.0001, 'batch_size': 256}
Iteration 404/500: F1 score = 0.5474945066767172, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.0001, 'batch_size': 512}
Iteration 405/500: F1 score = 0.5872466349013199, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.0001, 'batch_size': 1024}
Iteration 406/500: F1 score = 0.4287151277822499, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.001, 'batch_size': 64}
Iteration 407/500: F1 score = 0.4978468582747397, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.001, 'batch_size': 128}
Iteration 408/500: F1 score = 0.550985448610158, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.001, 'batch_size': 256}
Iteration 409/500: F1 score = 0.2968103017658877, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.001, 'batch_size': 512}
Iteration 410/500: F1 score = 0.44298371877504583, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.001, 'batch_size': 1024}
Iteration 411/500: F1 score = 0.3261047562406168, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.01, 'batch_size': 64}
Iteration 412/500: F1 score = 0.2012664538230121, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.01, 'batch_size': 128}
Iteration 413/500: F1 score = 0.35567338776357943, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.01, 'batch_size': 256}
Iteration 414/500: F1 score = 0.48614353758429374, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.01, 'batch_size': 512}
Iteration 415/500: F1 score = 0.24131820693575243, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.01, 'batch_size': 1024}
Iteration 416/500: F1 score = 0.4271231858425723, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.1, 'batch_size': 64}
Iteration 417/500: F1 score = 0.2870843053659973, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.1, 'batch_size': 128}
Iteration 418/500: F1 score = 0.31397449971770247, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.1, 'batch_size': 256}
Iteration 419/500: F1 score = 0.26694102603579056, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.1, 'batch_size': 512}
Iteration 420/500: F1 score = 0.3043001816513658, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 0.1, 'batch_size': 1024}
Iteration 421/500: F1 score = 0.20834083569322595, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 1, 'batch_size': 64}
Iteration 422/500: F1 score = 0.22531658261993484, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 1, 'batch_size': 128}
Iteration 423/500: F1 score = 0.20584839552004577, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 1, 'batch_size': 256}
Iteration 424/500: F1 score = 0.2372911076614792, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 1, 'batch_size': 512}
Iteration 425/500: F1 score = 0.24790608404377623, params = {'learning_rate': 0.1, 'dropout_rate': 0.2, 'l2_lambda': 1, 'batch_size': 1024}
Iteration 426/500: F1 score = 0.5147859386184769, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.0001, 'batch_size': 64}
Iteration 427/500: F1 score = 0.6130843499762534, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.0001, 'batch_size': 128}
Iteration 428/500: F1 score = 0.7273785254353221, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.0001, 'batch_size': 256}
Iteration 429/500: F1 score = 0.5710400169918277, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.0001, 'batch_size': 512}
Iteration 430/500: F1 score = 0.5677394796871147, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.0001, 'batch_size': 1024}
Iteration 431/500: F1 score = 0.44706361711701, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.001, 'batch_size': 64}
Iteration 432/500: F1 score = 0.6368108303777323, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.001, 'batch_size': 128}
Iteration 433/500: F1 score = 0.32087515331577143, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.001, 'batch_size': 256}
Iteration 434/500: F1 score = 0.44513525232830514, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.001, 'batch_size': 512}
Iteration 435/500: F1 score = 0.4063651274290208, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.001, 'batch_size': 1024}
Iteration 436/500: F1 score = 0.23445320784105497, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.01, 'batch_size': 64}
Iteration 437/500: F1 score = 0.3370066288057576, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.01, 'batch_size': 128}
Iteration 438/500: F1 score = 0.40349359781362465, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.01, 'batch_size': 256}
Iteration 439/500: F1 score = 0.4003946405813508, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.01, 'batch_size': 512}
Iteration 440/500: F1 score = 0.28993290921237896, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.01, 'batch_size': 1024}
Iteration 441/500: F1 score = 0.2386168528882524, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.1, 'batch_size': 64}
Iteration 442/500: F1 score = 0.2948583315898221, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.1, 'batch_size': 128}
Iteration 443/500: F1 score = 0.26312619625236805, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.1, 'batch_size': 256}
Iteration 444/500: F1 score = 0.3568888864069579, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.1, 'batch_size': 512}
Iteration 445/500: F1 score = 0.2830185679895422, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 0.1, 'batch_size': 1024}
Iteration 446/500: F1 score = 0.2916190363714532, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 1, 'batch_size': 64}
Iteration 447/500: F1 score = 0.24517141318948457, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 1, 'batch_size': 128}
Iteration 448/500: F1 score = 0.23870569686825646, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 1, 'batch_size': 256}
Iteration 449/500: F1 score = 0.1963934632086969, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 1, 'batch_size': 512}
Iteration 450/500: F1 score = 0.18617919517302828, params = {'learning_rate': 0.1, 'dropout_rate': 0.3, 'l2_lambda': 1, 'batch_size': 1024}
Iteration 451/500: F1 score = 0.553192808187106, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.0001, 'batch_size': 64}
Iteration 452/500: F1 score = 0.591143496583721, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.0001, 'batch_size': 128}
Iteration 453/500: F1 score = 0.5008080872084502, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.0001, 'batch_size': 256}
Iteration 454/500: F1 score = 0.5508093511286534, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.0001, 'batch_size': 512}
Iteration 455/500: F1 score = 0.4930588749787088, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.0001, 'batch_size': 1024}
Iteration 456/500: F1 score = 0.5819998430974579, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.001, 'batch_size': 64}
Iteration 457/500: F1 score = 0.5438759966294231, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.001, 'batch_size': 128}
Iteration 458/500: F1 score = 0.4969685383671356, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.001, 'batch_size': 256}
Iteration 459/500: F1 score = 0.4328332292091754, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.001, 'batch_size': 512}
Iteration 460/500: F1 score = 0.5910543761474478, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.001, 'batch_size': 1024}
Iteration 461/500: F1 score = 0.3515862631027433, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.01, 'batch_size': 64}
Iteration 462/500: F1 score = 0.2779387115505114, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.01, 'batch_size': 128}
Iteration 463/500: F1 score = 0.32609503284018837, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.01, 'batch_size': 256}
Iteration 464/500: F1 score = 0.4238220383719478, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.01, 'batch_size': 512}
Iteration 465/500: F1 score = 0.3611562415199409, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.01, 'batch_size': 1024}
Iteration 466/500: F1 score = 0.28946547742688816, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.1, 'batch_size': 64}
Iteration 467/500: F1 score = 0.25712632434847976, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.1, 'batch_size': 128}
Iteration 468/500: F1 score = 0.3504421144281771, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.1, 'batch_size': 256}
Iteration 469/500: F1 score = 0.3518908429045939, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.1, 'batch_size': 512}
Iteration 470/500: F1 score = 0.31229994185821497, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 0.1, 'batch_size': 1024}
Iteration 471/500: F1 score = 0.16591152630042003, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 1, 'batch_size': 64}
Iteration 472/500: F1 score = 0.2693183812562867, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 1, 'batch_size': 128}
Iteration 473/500: F1 score = 0.2294190417795026, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 1, 'batch_size': 256}
Iteration 474/500: F1 score = 0.296399343152525, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 1, 'batch_size': 512}
Iteration 475/500: F1 score = 0.30414215134593986, params = {'learning_rate': 0.1, 'dropout_rate': 0.4, 'l2_lambda': 1, 'batch_size': 1024}
Iteration 476/500: F1 score = 0.5729803969731824, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.0001, 'batch_size': 64}
Iteration 477/500: F1 score = 0.5308181542703688, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.0001, 'batch_size': 128}
Iteration 478/500: F1 score = 0.572497586497504, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.0001, 'batch_size': 256}
Iteration 479/500: F1 score = 0.5877122406533756, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.0001, 'batch_size': 512}
Iteration 480/500: F1 score = 0.5842691797967945, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.0001, 'batch_size': 1024}
Iteration 481/500: F1 score = 0.547003297498452, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.001, 'batch_size': 64}
Iteration 482/500: F1 score = 0.6254508159784992, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.001, 'batch_size': 128}
Iteration 483/500: F1 score = 0.5712873980784063, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.001, 'batch_size': 256}
Iteration 484/500: F1 score = 0.44112391198719014, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.001, 'batch_size': 512}
Iteration 485/500: F1 score = 0.37472830321260703, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.001, 'batch_size': 1024}
Iteration 486/500: F1 score = 0.29041837164987144, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.01, 'batch_size': 64}
Iteration 487/500: F1 score = 0.34084862529642246, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.01, 'batch_size': 128}
Iteration 488/500: F1 score = 0.37829783493165864, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.01, 'batch_size': 256}
Iteration 489/500: F1 score = 0.3697470562872831, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.01, 'batch_size': 512}
Iteration 490/500: F1 score = 0.37980135138985943, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.01, 'batch_size': 1024}
Iteration 491/500: F1 score = 0.28436093237340954, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.1, 'batch_size': 64}
Iteration 492/500: F1 score = 0.26409534249548505, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.1, 'batch_size': 128}
Iteration 493/500: F1 score = 0.2787888961750659, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.1, 'batch_size': 256}
Iteration 494/500: F1 score = 0.2827174168004094, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.1, 'batch_size': 512}
Iteration 495/500: F1 score = 0.21557454230911666, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 0.1, 'batch_size': 1024}
Iteration 496/500: F1 score = 0.26739025266010236, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 1, 'batch_size': 64}
Iteration 497/500: F1 score = 0.2523111613545686, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 1, 'batch_size': 128}
Iteration 498/500: F1 score = 0.27453676064290683, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 1, 'batch_size': 256}
Iteration 499/500: F1 score = 0.1831538794470726, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 1, 'batch_size': 512}
Iteration 500/500: F1 score = 0.2832768484392854, params = {'learning_rate': 0.1, 'dropout_rate': 0.5, 'l2_lambda': 1, 'batch_size': 1024}
